Date,Open,High,Low,Close,Adj Close,Volume
2019-08-12,11549.059570,11554.740234,11240.379883,11387.410156,11387.410156,229908138
2019-08-13,11387.410156,11439.480469,10765.299805,10872.000000,10872.000000,483240069
2019-08-14,10872.000000,10873.440430,9924.580078,10031.889648,10031.889648,728247545
2019-08-15,10031.889648,10451.610352,9497.120117,10308.509766,10308.509766,842979140
2019-08-16,10308.509766,10544.969727,9764.320313,10360.429688,10360.429688,635040831
2019-08-17,10360.429688,10474.639648,10010.759766,10220.750000,10220.750000,251018339
2019-08-18,10220.750000,10512.889648,10079.459961,10326.250000,10326.250000,223456175
2019-08-19,10326.250000,10937.259766,10278.309570,10922.160156,10922.160156,426168059
2019-08-20,10922.160156,10956.059570,10576.370117,10770.759766,10770.759766,332208752
2019-08-21,10770.759766,10805.700195,9870.070313,10131.669922,10131.669922,584554031
2019-08-22,10131.669922,10231.990234,9777.059570,10104.110352,10104.110352,380411207
2019-08-23,10104.110352,10468.139648,10053.669922,10410.490234,10410.490234,324471966
2019-08-24,10410.490234,10430.990234,9911.200195,10150.070313,10150.070313,283755017
2019-08-25,10150.070313,10353.950195,9907.030273,10141.750000,10141.750000,259448931
2019-08-26,10141.750000,10626.929688,10141.750000,10364.910156,10364.910156,437989368
2019-08-27,10364.910156,10381.919922,10038.259766,10175.469727,10175.469727,269489962
2019-08-28,10175.469727,10281.589844,9600.830078,9722.830078,9722.830078,486936428
2019-08-29,9722.830078,9724.519531,9344.690430,9492.809570,9492.809570,406305621
2019-08-30,9492.809570,9699.849609,9368.269531,9587.250000,9587.250000,276606372
2019-08-31,9587.250000,9714.110352,9512.030273,9624.540039,9624.540039,148320616
2019-09-01,9624.540039,9823.530273,9578.660156,9768.360352,9768.360352,149995549
2019-09-02,9768.360352,10459.000000,9764.759766,10387.500000,10387.500000,429220162
2019-09-03,10387.500000,10773.269531,10296.299805,10625.099609,10625.099609,550564712
2019-09-04,10625.099609,10827.139648,10392.879883,10585.200195,10585.200195,436210232
2019-09-05,10585.200195,10659.599609,10475.879883,10556.160156,10556.160156,253210793
2019-09-06,10556.160156,10938.389648,10228.169922,10343.299805,10343.299805,576200161
2019-09-07,10310.040039,10388.900391,10304.219727,10347.280273,10347.280273,33485046
